Leafes_ids
10239
10472
10473
10474
10475
2032563
2032573
2231642
693626
1299307
2788084
12333
156614
375032
387086
387087
387088
2489527
2489529
2489530
2489532
2489533
2489535
2489536
2489537
2489538
2489541
2489542
2489543
2489544
2489546
2489548
2489549
2489550
2489551
2489555
2489557
2489558
2489560
2489561
2489562
2489564
2489565
2489566
2489568
2489569
2489570
2489571
2489573
2489574
2489576
2489577
2489579
2489580
2489582
2489583
2489587
2489588
2489589
2489590
2489592
2489593
2489594
2693321
12429
1916647
1964815
2204151
35342
1407638
2058757
2502018
2569970
2788689
2502017
2502019
51368
2023203
1805626
2641195
2060084
2788464
2219222
2707293
79205
367897
2136008
2136181
2573095
2876205
2911450
12877
198600
1250315
198607
365521
479727
2048688
373507
141863
373506
373508
12436
127441
196094
373058
716923
298974
2609695
361688
1149866
1778570
185751
147262
12893
185753
12885
12890
12901
100785
574038
2956328
185754
185756
12895
12906
551523
2022429
2955366
2955367
2955368
2955369
2955370
2955371
2955372
2955373
185757
192025
192026
192027
598746
2955713
2955714
1278204
185752
185758
12896
185759
2485233
564640
186616
292638
2842370
2843675
2843676
270161
2843677
2843678
324686
187215
1298634
423358
680194
315953
2528199
1123963
451344
552364
573053
2842567
2843873
2843874
2843875
437444
687329
227307
988775
2844799
2844800
2844801
2844802
2844803
2844804
2844805
2844806
2844807
3047743
12618
363628
68887
209055
209057
209058
209059
209060
443974
393049
406862
687331
1619215
3048413
687340
3048414
3048415
3048416
3048417
3048418
3048419
3048420
3048421
3048422
3048423
3048424
3048425
3048426
3048427
3048428
3048429
3048430
3048431
3048432
3048433
3051619
3051620
3051621
3051622
687332
1535289
3048395
687369
3048396
3048397
3048398
3048400
3048401
3048402
3048403
3048404
3048405
3048406
3048407
3050361
3052004
2846493
3052013
2846513
3052014
2846514
687333
2788257
3048380
687379
3048381
3048382
3048383
3048384
3048385
3048386
3048387
3048388
3048389
3048390
3048391
3048392
3048393
3048394
687334
3048412
687381
687335
2788214
3048411
687382
687336
3048379
687383
687337
2788222
3052195
687384
3052196
3052197
3052198
3052199
3052200
687338
1610819
3052778
687385
3052779
3052780
3052783
687339
687387
749343
3048408
687386
1034770
1218487
2094303
3048409
3048410
1218489
2788330
3052272
3052273
3052274
3052275
2560179
2956207
3052350
2560191
2560818
3052363
2842365
3051411
3051412
2842598
3052116
2842729
2842923
3052366
2842924
2852647
2842964
2852691
2843007
3052734
2846545
2843044
3052750
3052751
3052752
2843081
2852840
3052775
2843130
2852897
3052820
3052821
3052822
3052823
2843145
3052829
3052830
3152494
3152495
3152496
1232647
1232737
1232738
700542
1458186
283494
1231296
518829
743031
743035
1293961
1542665
2169617
2169618
1949199
2734586
2169619
538004
656025
679536
743040
926844
2169620
743023
2844027
2609908
2842656
2843055
2843134
1441744
2169627
2169834
2169836
2169837
2169838
2169628
2169893
2169629
2170027
2169630
2170029
2845608
2169631
2558068
2734587
2169632
2558069
2734588
2683341
2714172
2842420
2169626
3158383
2842611
2842617
2842806
2842885
3158384
3158385
1511855
1511856
1993640
190729
53991
134386
169687
185750
186371
205323
169691
220812
221037
278069
304222
306025
339965
411248
436243
447599
447604
486898
662596
693897
756759
885379
908070
1176156
2010286
2010314
2010320
2010321
2010322
2010324
2670808
292626
337824
391090
393034
434068
434071
454128
562747
908009
908276
2844854
2844855
2846468
2846697
1993641
1993643
1993644
1993645
1993646
1993649
1993651
1993652
2315477
2169572
2169647
2169571
2734592
2559587
35325
39780
48726
1075825
265963
64021
529840
1425366
1915204
1971235
1971236
1971237
2788005
1917979
1917980
1921431
1921432
154834
1922240
1922241
1922242
1925802
141864
1925803
2585030
439490
35278
340187
464865
1307798
1651187
2315810
988644
1892581
1922348
2703870
2732396
10993
39750
344417
360164
3048153
11002
3048456
59816
3051976
39751
3048151
10995
39752
2556100
3047811
48981
3048208
41995
564643
3047689
3048176
2733287
3048304
2733288
3048359
1283210
1283211
2766832
1283226
1918013
1986418
2497569
2497570
2497572
2499405
2501968
2507497
2507498
2507499
2507500
2507501
2507502
2507503
2507504
2507505
2788682
2585033
2788705
2497573
2499881
568247
88129
681281
2170044
2170045
2170047
2170048
2170049
2170050
2584980
2788712
3151843
3233850
2497574
11157
11158
336871
1133726
2560069
2560174
2560309
2613792
3051365
3051366
2560311
3051367
2560312
3051368
2560313
3051369
3051370
2843746
3051371
3051372
3051373
3051374
2560194
2788423
3051375
2560319
139270
3051376
3051377
2560321
3051378
3051379
2560323
3051380
2560324
3051381
2560325
3051382
3051383
2560199
3052593
3052594
2788755
2560075
2560234
3052758
2788759
2560076
11229
1170233
3047832
3052342
3052343
3052344
3052345
11234
11235
351680
170525
170528
262307
658048
763792
1056491
3052346
11241
3052347
11240
260964
665602
3052221
3052222
3052223
3052224
2560155
2686069
2956002
2956003
2956004
2956005
2956006
2956007
2956008
2956009
3045953
3052263
3052264
3052265
3052266
3052267
3052268
1117633
2560185
2788431
3052351
3052352
3052353
3052354
2560217
3052740
2788760
2560080
39744
351517
2560195
2560340
2788402
3052555
3052556
2560526
11224
11226
3052557
2560525
3052558
2560580
3052560
2560602
1384672
1395179
1395180
1395181
1395182
301187
1395183
1428460
3052562
2560200
2560259
2560260
2788425
3052595
3052596
3052597
3052598
3052599
3052600
3052601
3052602
2788764
3152209
186938
351520
3049952
12730
3049953
11216
3052729
3052730
3052731
3052732
1232658
3051979
3051980
1283308
2005441
3052205
3152210
2733242
3052172
3152214
2733243
3052246
3152222
2733244
3052745
11244
162387
2294153
3047384
38525
3048148
162145
1868215
2698776
3049954
11250
208893
1439707
208895
410233
3050248
11246
3136119
3050329
11263
2133750
28869
11266
186536
372255
1109404
1513236
2560232
3052755
2560236
2956516
2956517
3052777
2733240
2948843
2956232
2948921
2956490
3044781
3052457
3052458
3052459
186539
3052460
186540
3052461
186541
3052462
186538
1570291
3044783
3052505
11270
11306
348822
35303
1628185
2842367
2846657
2846696
2842369
2844861
2846193
2842371
2843950
2844834
2846028
2852139
3003595
2842405
2843744
2844828
2842406
2844961
2846194
2852194
2842407
11271
327822
582816
1972571
1972572
1972573
1972574
1972575
1972576
11272
1972577
11277
1972578
11280
1972579
2844158
2846056
2956643
2956644
3060798
3060799
11286
11292
90961
327825
2951618
57482
2951619
2956140
2956141
2956142
2956143
32613
349172
1972587
1972589
1972592
1972593
11303
1972594
1972595
1972596
1972597
2844818
2845061
2845987
1298653
179986
1300113
2956298
1299306
1615797
1972584
318844
1972586
1987013
1987018
1987019
2170224
3060740
1308858
1802944
2843909
2844095
2844833
2844962
2845539
2845659
2846195
2846411
2846668
2846686
2956446
1308859
2956447
2956448
2956449
1094373
2956450
2956451
948741
2956452
3060707
3060708
3060709
1513299
219584
2137753
1513300
1972580
318558
1972581
1972588
2788615
3060759
3060760
1972611
1972613
1972614
1972615
1972616
1972617
1972618
1972619
1972620
1972621
1972622
1972624
1972625
2734390
2955980
2955981
1972682
1972686
2734366
2746365
3059712
1978532
1978533
1978534
1978535
1978537
1978538
1978539
1978540
1978541
1978542
1978543
1978544
1978545
1978546
2169970
2560829
2740748
2843894
2956107
3060160
3060161
1985687
1985688
1985689
1985690
1985691
1985692
1985693
1985694
1985695
1985696
1985697
2734401
2734402
2734403
2560088
2560845
2560846
3059717
3059718
2560110
2560367
2560551
2560736
2733246
2734370
2734371
2734372
2734373
2733247
2734374
2734375
2733250
2844987
2845533
2733251
2747493
2733252
2734392
2734393
2734394
2734395
2734396
2788416
2843694
2845530
2845971
2733253
2734397
2734398
2734399
2734400
2733254
2734404
2734405
2734406
2734407
2734408
2734409
2844085
2956478
2956479
2956480
2956481
2956482
2956483
2956484
2956485
2733255
2734410
2842541
2844862
2845767
2842542
2843852
2843859
2846667
3059721
2842863
2845583
2846576
2852574
2852962
2946796
2955330
2948658
2955600
2955601
2948879
2956359
2948897
2956424
2956425
2948908
2956453
373862
2956454
3044843
3060738
3060739
2842408
11305
349171
1972637
1972639
1985699
1985702
32612
1985703
1985706
2364291
2676436
2734379
2734380
2734382
2734383
2734384
2734385
2734386
2734387
2734388
2734389
2846571
2846572
2846573
2846679
2955729
2955730
2955732
2955734
3059951
3059952
3059953
3059954
3059955
3059956
3059957
3059958
3059959
3059960
140295
1234611
1342374
1985698
2843673
2846574
3060787
3060788
3060789
3060790
3060791
3060792
3060793
3060794
3060795
1913605
152177
1956176
2560384
2560386
2560389
2955760
2733245
2734367
2734368
2734369
2748973
279896
2749927
2749935
2788025
2844012
2845774
2951616
2953667
2953674
2955293
3059719
3059720
2733248
2734376
2734377
2734378
2747940
2748959
2788073
2843703
2845800
2951978
2955466
3059772
3059773
3059774
3059775
2733249
2748968
2852966
2842415
186778
1980915
1980916
1980917
11290
1980918
2788437
2842547
2844304
2846419
2842548
2843938
2846146
3152207
3243616
178830
186458
578670
1548713
1548720
1548721
1548722
1714619
1881950
1884878
1897087
2956241
555864
12455
2136036
2136037
2136038
2560119
2560753
2788150
1513294
1513295
1985708
2788409
2845026
2956230
2956231
1513298
1884454
1884458
1977105
2501950
2501951
2501972
2509379
2509380
2509381
2501973
2509382
2746370
3060462
2501974
2509383
2788576
2842686
2843934
2844273
2844681
2955908
2955909
1883067
1883068
2755403
2846153
2846154
2846156
2846157
2846158
2846159
2846160
2846161
2846162
